CLOCK_REF  mono_ns=770459808025  real_ns=1787641849983971312
WRITE  gpa=0x0000000116156000  ts=770866196490
WRITE  gpa=0x000000384d015000  ts=770866204550
WRITE  gpa=0x000000384d016000  ts=770866225800
WRITE  gpa=0x000000384d003000  ts=770866229200
WRITE  gpa=0x000000384dc01000  ts=770866235710
WRITE  gpa=0x000000384dc0a000  ts=770866252620
WRITE  gpa=0x000000384dc0b000  ts=770866255440
WRITE  gpa=0x0000003f7fc32000  ts=770866265780
WRITE  gpa=0x0000003f7fc31000  ts=770866272390
WRITE  gpa=0x0000003f7fc1f000  ts=770866275790
WRITE  gpa=0x0000000100000000  ts=770866281290
WRITE  gpa=0x00000001001ce000  ts=770866299790
WRITE  gpa=0x00000001001cf000  ts=770866302880
WRITE  gpa=0x0000003f7fc05000  ts=770866306360
WRITE  gpa=0x0000000100db1000  ts=770866310960
WRITE  gpa=0x00000001001d0000  ts=770866330860
WRITE  gpa=0x000000011ed6f000  ts=770866339360
WRITE  gpa=0x000000011ee30000  ts=770866357730
WRITE  gpa=0x000000011ee33000  ts=770866364430
WRITE  gpa=0x0000003f7fc23000  ts=770866368960
WRITE  gpa=0x000000384d007000  ts=770866372520
WRITE  gpa=0x000000384d7d5000  ts=770866376620
WRITE  gpa=0x000000384d7d3000  ts=770866397599
WRITE  gpa=0x000000011ee31000  ts=770866407339
WRITE  gpa=0x000000384d40c000  ts=770866411249
WRITE  gpa=0x0000003f7fc2e000  ts=770866428669
WRITE  gpa=0x0000003f7fc33000  ts=770866431589
WRITE  gpa=0x0000003f7fc15000  ts=770866438459
WRITE  gpa=0x000000384dc0c000  ts=770866445509
WRITE  gpa=0x000000384dc0d000  ts=770866449109
WRITE  gpa=0x000000384d01c000  ts=770866452229
WRITE  gpa=0x0000003f7fc22000  ts=770866464319
WRITE  gpa=0x000000384d3e3000  ts=770866471509
WRITE  gpa=0x0000003f7fc20000  ts=770866488879
WRITE  gpa=0x0000003f7fc2d000  ts=770866509349
WRITE  gpa=0x000000012084f000  ts=770866517349
WRITE  gpa=0x0000000106454000  ts=770866535439
WRITE  gpa=0x00000001055c1000  ts=770866552529
WRITE  gpa=0x0000000100287000  ts=770866576809
WRITE  gpa=0x0000000100286000  ts=770866594159
WRITE  gpa=0x000000012088f000  ts=770866622909
WRITE  gpa=0x0000000103bbd000  ts=770866627169
WRITE  gpa=0x00000001069d2000  ts=770866648688
WRITE  gpa=0x0000000121a0a000  ts=770866665438
WRITE  gpa=0x0000000108d5e000  ts=770866671638
WRITE  gpa=0x0000000105856000  ts=770866750998
WRITE  gpa=0x00000001057fd000  ts=770866772788
WRITE  gpa=0x000000011ed0f000  ts=770866780498
WRITE  gpa=0x000000011f2bd000  ts=770866788688
WRITE  gpa=0x0000000100040000  ts=770866795218
WRITE  gpa=0x0000000102251000  ts=770866798818
WRITE  gpa=0x0000000102252000  ts=770866814318
WRITE  gpa=0x000000011f584000  ts=770866817528
WRITE  gpa=0x0000000122aeb000  ts=770866822498
WRITE  gpa=0x0000000103b4b000  ts=770866828098
WRITE  gpa=0x0000000104d9b000  ts=770866835148
WRITE  gpa=0x000000011ee6d000  ts=770866854368
WRITE  gpa=0x000000011eed9000  ts=770866867748
WRITE  gpa=0x000000010392e000  ts=770866876768
WRITE  gpa=0x0000000100db0000  ts=770866882148
WRITE  gpa=0x0000000100c57000  ts=770866885748
WRITE  gpa=0x000000011f2bc000  ts=770866893178
WRITE  gpa=0x000000011f59f000  ts=770866898788
WRITE  gpa=0x0000000122e18000  ts=770866910197
WRITE  gpa=0x0000000122c50000  ts=770866914867
WRITE  gpa=0x000000011f2c1000  ts=770866935667
WRITE  gpa=0x0000000119675000  ts=770866941297
WRITE  gpa=0x0000000124959000  ts=770866958397
WRITE  gpa=0x0000000107569000  ts=770866964477
WRITE  gpa=0x000000011f589000  ts=770866969047
WRITE  gpa=0x000000010405d000  ts=770866973327
WRITE  gpa=0x0000000106831000  ts=770866991067
WRITE  gpa=0x0000000120b84000  ts=770866998927
WRITE  gpa=0x00000001066cb000  ts=770867016527
WRITE  gpa=0x000000010770c000  ts=770867021077
WRITE  gpa=0x000000011f828000  ts=770867045237
WRITE  gpa=0x000000384d017000  ts=770867060787
WRITE  gpa=0x000000011f225000  ts=770867064357
WRITE  gpa=0x000000012191c000  ts=770867071387
WRITE  gpa=0x0000000125037000  ts=770867088487
WRITE  gpa=0x0000000121921000  ts=770867095447
WRITE  gpa=0x000000012191d000  ts=770867101687
WRITE  gpa=0x000000011ee3c000  ts=770867113617
WRITE  gpa=0x00000001217b7000  ts=770867119327
WRITE  gpa=0x00000001250d3000  ts=770867162977
WRITE  gpa=0x000000011f5a7000  ts=770867173206
WRITE  gpa=0x000000011f124000  ts=770867183666
WRITE  gpa=0x0000000121920000  ts=770867192346
WRITE  gpa=0x000000011f2be000  ts=770867201166
WRITE  gpa=0x000000012496e000  ts=770867207076
WRITE  gpa=0x00000001079ac000  ts=770867215246
WRITE  gpa=0x00000001250a1000  ts=770867219666
WRITE  gpa=0x00000001068f6000  ts=770867224066
WRITE  gpa=0x000000011ca9d000  ts=770867230466
WRITE  gpa=0x000000011a805000  ts=770867237196
WRITE  gpa=0x0000000107548000  ts=770867254506
WRITE  gpa=0x000000011d3d6000  ts=770867260756
WRITE  gpa=0x000000012498c000  ts=770867270496
WRITE  gpa=0x000000011f1e2000  ts=770867275756
WRITE  gpa=0x0000000124dfd000  ts=770867282966
WRITE  gpa=0x0000000125341000  ts=770867302616
WRITE  gpa=0x000000012445b000  ts=770867308516
WRITE  gpa=0x00000001250de000  ts=770867317236
WRITE  gpa=0x0000000124981000  ts=770867323606
WRITE  gpa=0x00000001250d1000  ts=770867422736
WRITE  gpa=0x0000000107544000  ts=770867428516
WRITE  gpa=0x0000000119ecd000  ts=770867432156
WRITE  gpa=0x000000012296a000  ts=770867459725
WRITE  gpa=0x000000012236d000  ts=770867474855
WRITE  gpa=0x0000000116f08000  ts=770867490265
WRITE  gpa=0x000000011f609000  ts=770867506485
WRITE  gpa=0x000000011f55d000  ts=770867511785
WRITE  gpa=0x000000011f50e000  ts=770867515605
WRITE  gpa=0x000000011f2bf000  ts=770867526325
WRITE  gpa=0x000000011f551000  ts=770867529275
WRITE  gpa=0x000000011612b000  ts=770867533415
WRITE  gpa=0x0000000100d61000  ts=770867536685
WRITE  gpa=0x0000000100320000  ts=770867540075
WRITE  gpa=0x000000011492d000  ts=770867548635
WRITE  gpa=0x000000010004f000  ts=770867569685
WRITE  gpa=0x000000011f7f2000  ts=770867574775
WRITE  gpa=0x000000011f7f1000  ts=770867577935
WRITE  gpa=0x000000384d7d4000  ts=770867580885
WRITE  gpa=0x0000003f7fc36000  ts=770867591035
WRITE  gpa=0x000000010027a000  ts=770867596995
WRITE  gpa=0x0000000124416000  ts=770867607475
WRITE  gpa=0x00000001149ff000  ts=770867611265
WRITE  gpa=0x0000000125335000  ts=770867615105
WRITE  gpa=0x0000000112652000  ts=770867619715
WRITE  gpa=0x0000000122b22000  ts=770867636085
WRITE  gpa=0x0000000114c19000  ts=770867641215
WRITE  gpa=0x0000000122b25000  ts=770867644605
WRITE  gpa=0x000000011ee8f000  ts=770867648255
WRITE  gpa=0x000000011550a000  ts=770867652375
WRITE  gpa=0x0000003f7fc21000  ts=770867668235
WRITE  gpa=0x000000384d95e000  ts=770867671515
WRITE  gpa=0x000000384d229000  ts=770867687435
WRITE  gpa=0x000000384d20c000  ts=770867691775
WRITE  gpa=0x0000003f7fc38000  ts=770867698384
WRITE  gpa=0x0000000122c28000  ts=770867701534
WRITE  gpa=0x0000000122356000  ts=770867705794
WRITE  gpa=0x0000000107665000  ts=770867712884
WRITE  gpa=0x000000384d84c000  ts=770867716204
WRITE  gpa=0x000000011f585000  ts=770867719044
WRITE  gpa=0x0000003f7fc37000  ts=770867721914
WRITE  gpa=0x0000003f7fc00000  ts=770867743604
WRITE  gpa=0x00000001002d6000  ts=770867746224
WRITE  gpa=0x0000003f7fc0b000  ts=770867749394
WRITE  gpa=0x000000011f342000  ts=770867775164
WRITE  gpa=0x000000011f340000  ts=770867778314
WRITE  gpa=0x000000011f59c000  ts=770867786504
WRITE  gpa=0x00000001058a4000  ts=770867795734
WRITE  gpa=0x00000001063e0000  ts=770867798834
