CLOCK_REF  mono_ns=34137343593729  real_ns=1787628761171122307
WRITE  gpa=0x0000000105502000  ts=34126571579900
WRITE  gpa=0x0000000100121000  ts=34126571583440
WRITE  gpa=0x0000000103e9d000  ts=34126571586370
WRITE  gpa=0x0000003ce5c1e000  ts=34126571589540
WRITE  gpa=0x00000001059fc000  ts=34126571593190
WRITE  gpa=0x000000013a8e1000  ts=34126571596540
WRITE  gpa=0x0000000117eb1000  ts=34126571599820
WRITE  gpa=0x0000000105139000  ts=34126571602210
WRITE  gpa=0x000000012c526000  ts=34126571605080
WRITE  gpa=0x00000001002a5000  ts=34126571608800
WRITE  gpa=0x0000000130e93000  ts=34126571617470
WRITE  gpa=0x0000000130ea0000  ts=34126571621260
WRITE  gpa=0x0000000135862000  ts=34126571623870
WRITE  gpa=0x00000001073b9000  ts=34126571626650
WRITE  gpa=0x0000000130ecd000  ts=34126571630410
WRITE  gpa=0x000000012d891000  ts=34126571633610
WRITE  gpa=0x0000000130ea1000  ts=34126571637460
WRITE  gpa=0x0000000130ecb000  ts=34126571641619
WRITE  gpa=0x0000000134e03000  ts=34126571644579
WRITE  gpa=0x000000012f107000  ts=34126571648059
WRITE  gpa=0x00000001345eb000  ts=34126571651009
WRITE  gpa=0x000000012d8b6000  ts=34126571654169
WRITE  gpa=0x000000012f108000  ts=34126571657139
WRITE  gpa=0x0000000136b6a000  ts=34126571661109
WRITE  gpa=0x000000012f101000  ts=34126571669319
WRITE  gpa=0x000000012f113000  ts=34126571672529
WRITE  gpa=0x000000012d88d000  ts=34126571675389
WRITE  gpa=0x0000000136c44000  ts=34126571680719
WRITE  gpa=0x000000012f104000  ts=34126571686129
WRITE  gpa=0x0000000131e9b000  ts=34126571698749
WRITE  gpa=0x0000000131e99000  ts=34126571701639
WRITE  gpa=0x000000012da89000  ts=34126571706989
WRITE  gpa=0x000000012ec74000  ts=34126571717879
WRITE  gpa=0x000000012ec76000  ts=34126571720889
WRITE  gpa=0x000000013763f000  ts=34126571723949
WRITE  gpa=0x0000000137654000  ts=34126571727679
WRITE  gpa=0x000000012bc8a000  ts=34126571731079
WRITE  gpa=0x00000001295c9000  ts=34126571734609
WRITE  gpa=0x000000012ec90000  ts=34126571737759
WRITE  gpa=0x000000012cd55000  ts=34126571741618
WRITE  gpa=0x000000012ed89000  ts=34126571745778
WRITE  gpa=0x00000001a3526000  ts=34126571749418
WRITE  gpa=0x0000000104c02000  ts=34126571752608
WRITE  gpa=0x000000013e8f7000  ts=34126571756538
WRITE  gpa=0x000000012a8ca000  ts=34126571760568
WRITE  gpa=0x000000012bf54000  ts=34126571763828
WRITE  gpa=0x000000017df56000  ts=34126571767718
WRITE  gpa=0x000000012c01e000  ts=34126571770658
WRITE  gpa=0x000000012b6e1000  ts=34126571774808
WRITE  gpa=0x0000000137a6d000  ts=34126571777718
WRITE  gpa=0x000000012bad1000  ts=34126571781658
WRITE  gpa=0x000000013766f000  ts=34126571785858
WRITE  gpa=0x000000016fe07000  ts=34126571793338
WRITE  gpa=0x000000012b6d3000  ts=34126571800318
WRITE  gpa=0x000000013267a000  ts=34126571807698
WRITE  gpa=0x0000000137a70000  ts=34126571811558
WRITE  gpa=0x000000013ded9000  ts=34126571814788
WRITE  gpa=0x000000012d937000  ts=34126980294169
WRITE  gpa=0x0000000118282000  ts=34126980328949
WRITE  gpa=0x0000003f7fc18000  ts=34126980334899
WRITE  gpa=0x0000003ce5a15000  ts=34126980338709
WRITE  gpa=0x0000003ce5a16000  ts=34126980341779
WRITE  gpa=0x0000003ce6605000  ts=34126980345469
WRITE  gpa=0x0000003ce660b000  ts=34126980348409
WRITE  gpa=0x0000003ce660c000  ts=34126980350629
WRITE  gpa=0x0000000100000000  ts=34126980354129
WRITE  gpa=0x00000001001ce000  ts=34126980357579
WRITE  gpa=0x000000011f682000  ts=34126980361638
WRITE  gpa=0x0000000104bd8000  ts=34126980366218
WRITE  gpa=0x0000003f7fc31000  ts=34126980369798
WRITE  gpa=0x0000003f7fc1f000  ts=34126980372828
WRITE  gpa=0x0000003ce6601000  ts=34126980375658
WRITE  gpa=0x0000000100db1000  ts=34126980378698
WRITE  gpa=0x000000011a9e9000  ts=34126980383368
WRITE  gpa=0x000000011ee34000  ts=34126980387378
WRITE  gpa=0x0000003f7fc2e000  ts=34126980391048
WRITE  gpa=0x000000011ee30000  ts=34126980393348
WRITE  gpa=0x0000003f7fc33000  ts=34126980396428
WRITE  gpa=0x0000003f7fc15000  ts=34126980398828
WRITE  gpa=0x0000003f7fc32000  ts=34126980402738
WRITE  gpa=0x00000003b67b4000  ts=34137343473750
WRITE  gpa=0x0000003ce5a15000  ts=34137343480690
WRITE  gpa=0x0000003ce5a16000  ts=34137343486340
WRITE  gpa=0x0000003ce6601000  ts=34137343490340
WRITE  gpa=0x0000000100db1000  ts=34137343495630
WRITE  gpa=0x0000000122315000  ts=34137343500530
WRITE  gpa=0x0000003ce6605000  ts=34137343503609
WRITE  gpa=0x0000003ce660b000  ts=34137343506139
WRITE  gpa=0x0000003ce660c000  ts=34137343509079
WRITE  gpa=0x0000003f7fc20000  ts=34137343512769
WRITE  gpa=0x0000000100000000  ts=34137343518929
WRITE  gpa=0x00000001001ce000  ts=34137343523829
WRITE  gpa=0x00000001001cf000  ts=34137343526529
WRITE  gpa=0x0000003f7fc05000  ts=34137343529539
WRITE  gpa=0x000000011ee30000  ts=34137343534069
WRITE  gpa=0x000000011ee34000  ts=34137343539329
WRITE  gpa=0x0000003f7fc31000  ts=34137343542689
WRITE  gpa=0x0000003f7fc36000  ts=34137343546239
WRITE  gpa=0x00000001c76c8000  ts=34137343550219
WRITE  gpa=0x00000003b657d000  ts=34137343555139
WRITE  gpa=0x000000010027a000  ts=34137343559109
WRITE  gpa=0x0000000100279000  ts=34137343563409
WRITE  gpa=0x00000003b83e6000  ts=34137343566799
WRITE  gpa=0x00000003b8171000  ts=34137343570509
WRITE  gpa=0x0000003f7fc32000  ts=34137343573889
WRITE  gpa=0x000000011ee31000  ts=34137343576579
WRITE  gpa=0x0000003ce5a1b000  ts=34137343580479
WRITE  gpa=0x0000003f7fc1f000  ts=34137343583139
WRITE  gpa=0x0000003f7fc2e000  ts=34137343589649
WRITE  gpa=0x0000003f7fc33000  ts=34137343592279
WRITE  gpa=0x0000003f7fc15000  ts=34137343595279
WRITE  gpa=0x0000003ce660d000  ts=34137343599019
WRITE  gpa=0x0000003ce660e000  ts=34137343601609
WRITE  gpa=0x0000003ce5a1c000  ts=34137343604218
WRITE  gpa=0x0000003f7fc22000  ts=34137343610808
WRITE  gpa=0x00000001001d0000  ts=34137343613488
WRITE  gpa=0x0000003f7fc23000  ts=34137343617378
WRITE  gpa=0x0000003ce6165000  ts=34137343621078
WRITE  gpa=0x00000001035db000  ts=34137343625748
WRITE  gpa=0x0000000103bc0000  ts=34137343630388
WRITE  gpa=0x0000000102951000  ts=34137343634528
WRITE  gpa=0x000000010354d000  ts=34137343638488
WRITE  gpa=0x00000003b67b4000  ts=34137750497506
WRITE  gpa=0x0000003ce5a15000  ts=34137750501576
WRITE  gpa=0x0000003ce5a16000  ts=34137750504256
WRITE  gpa=0x0000003ce6601000  ts=34137750507296
WRITE  gpa=0x0000000100db1000  ts=34137750510596
WRITE  gpa=0x00000001035db000  ts=34137750513996
WRITE  gpa=0x000000010354d000  ts=34137750516576
WRITE  gpa=0x0000000100000000  ts=34137750519536
WRITE  gpa=0x00000001001ce000  ts=34137750522776
WRITE  gpa=0x00000001001cf000  ts=34137750525156
WRITE  gpa=0x00000001001d0000  ts=34137750528176
WRITE  gpa=0x0000003ce6165000  ts=34137750531156
WRITE  gpa=0x0000003ce6605000  ts=34137750533756
WRITE  gpa=0x0000003ce660b000  ts=34137750536406
WRITE  gpa=0x0000003ce660c000  ts=34137750538635
WRITE  gpa=0x0000003f7fc05000  ts=34137750541995
WRITE  gpa=0x0000003f7fc22000  ts=34137750545035
WRITE  gpa=0x000000011ee30000  ts=34137750548335
