CLOCK_REF  mono_ns=34066922315960  real_ns=1787628690749844538
WRITE  gpa=0x00000001813e6000  ts=33688806699152
WRITE  gpa=0x00000003713f0000  ts=33688806702592
WRITE  gpa=0x0000000358025000  ts=33688806713312
WRITE  gpa=0x000000030c974000  ts=33688806720782
WRITE  gpa=0x0000000332726000  ts=33688806724132
WRITE  gpa=0x000000030b1f6000  ts=33688806738321
WRITE  gpa=0x00000003b89cd000  ts=33688806742841
WRITE  gpa=0x000000034d81a000  ts=33688806751281
WRITE  gpa=0x000000035f1a7000  ts=33688806754821
WRITE  gpa=0x000000030c977000  ts=33688806763101
WRITE  gpa=0x00000003316fa000  ts=33688806766831
WRITE  gpa=0x0000000359e91000  ts=33688806774861
WRITE  gpa=0x00000001ce863000  ts=33688806779291
WRITE  gpa=0x00000003d24be000  ts=33688806787991
WRITE  gpa=0x0000000386658000  ts=33688806792301
WRITE  gpa=0x00000003904f4000  ts=33688806796581
WRITE  gpa=0x00000002f322c000  ts=33688806803731
WRITE  gpa=0x0000000383e9b000  ts=33688806806271
WRITE  gpa=0x000000038665e000  ts=33688806809241
WRITE  gpa=0x00000003d696c000  ts=33689203018755
WRITE  gpa=0x00000003b6cd8000  ts=34067325598126
WRITE  gpa=0x0000003ce5a15000  ts=34067325606606
WRITE  gpa=0x0000003ce5a16000  ts=34067325610586
WRITE  gpa=0x0000003ce5a03000  ts=34067325613356
WRITE  gpa=0x0000003ce6605000  ts=34067325619856
WRITE  gpa=0x0000003ce660b000  ts=34067325624016
WRITE  gpa=0x0000003ce660c000  ts=34067325626876
WRITE  gpa=0x0000003f7fc32000  ts=34067325632026
WRITE  gpa=0x0000003f7fc31000  ts=34067325636156
WRITE  gpa=0x0000003f7fc1f000  ts=34067325639636
WRITE  gpa=0x0000000100000000  ts=34067325644116
WRITE  gpa=0x00000001001ce000  ts=34067325648566
WRITE  gpa=0x00000001001cf000  ts=34067325651626
WRITE  gpa=0x0000003f7fc05000  ts=34067325654186
WRITE  gpa=0x0000003ce6601000  ts=34067325657246
WRITE  gpa=0x0000000100db1000  ts=34067325660826
WRITE  gpa=0x00000001001d0000  ts=34067325664656
WRITE  gpa=0x000000011ee30000  ts=34067325668796
WRITE  gpa=0x000000011ee31000  ts=34067325672856
WRITE  gpa=0x000000011ee34000  ts=34067325676616
WRITE  gpa=0x0000003f7fc23000  ts=34067325679326
WRITE  gpa=0x0000003ce5a07000  ts=34067325682276
WRITE  gpa=0x0000003ce61d5000  ts=34067325685616
WRITE  gpa=0x0000003ce6166000  ts=34067325690046
WRITE  gpa=0x0000003ce61d3000  ts=34067325693465
WRITE  gpa=0x0000003ce5bd0000  ts=34067325697355
WRITE  gpa=0x000000011ee32000  ts=34067325700755
WRITE  gpa=0x0000003ce5e0c000  ts=34067325704425
WRITE  gpa=0x0000003f7fc2e000  ts=34067325709175
WRITE  gpa=0x0000003f7fc33000  ts=34067325712405
WRITE  gpa=0x0000003f7fc15000  ts=34067325715045
WRITE  gpa=0x0000003ce660d000  ts=34067325719265
WRITE  gpa=0x0000003ce660e000  ts=34067325722155
WRITE  gpa=0x0000003ce5a1c000  ts=34067325725085
WRITE  gpa=0x0000003f7fc22000  ts=34067325737775
WRITE  gpa=0x0000000103bc0000  ts=34067325742365
WRITE  gpa=0x0000000102951000  ts=34067325747545
WRITE  gpa=0x00000001035db000  ts=34067325751775
WRITE  gpa=0x000000010354d000  ts=34067325755685
WRITE  gpa=0x000000011ec44000  ts=34067325759735
WRITE  gpa=0x000000011edba000  ts=34067325764025
WRITE  gpa=0x000000011edb9000  ts=34067325767095
WRITE  gpa=0x000000011f0ee000  ts=34067325773985
WRITE  gpa=0x00000001223ec000  ts=34067325779285
WRITE  gpa=0x0000000100040000  ts=34067325783925
WRITE  gpa=0x0000000102251000  ts=34067325787635
WRITE  gpa=0x0000000102252000  ts=34067325790685
WRITE  gpa=0x000000011f378000  ts=34067325793874
