CLOCK_REF  mono_ns=36042809076498  real_ns=1787630666636605066
WRITE  gpa=0x0000003ce6363000  ts=34267486115042
WRITE  gpa=0x0000000189a30000  ts=34267486120452
WRITE  gpa=0x0000000107c81000  ts=34267486126912
WRITE  gpa=0x00000001076ba000  ts=34267486131432
WRITE  gpa=0x00000001077c5000  ts=34267486135792
WRITE  gpa=0x0000003f8d27c000  ts=34267486147422
WRITE  gpa=0x0000000307964000  ts=34267486164612
WRITE  gpa=0x000000011ed18000  ts=34267486187151
WRITE  gpa=0x0000003f81e0c000  ts=34267486193901
WRITE  gpa=0x0000003f8241a000  ts=34267486198571
WRITE  gpa=0x00000001186b8000  ts=34267486202371
WRITE  gpa=0x00000001186b9000  ts=34267486206201
WRITE  gpa=0x00000001069ad000  ts=34267486210001
WRITE  gpa=0x0000000106a79000  ts=34267486214351
WRITE  gpa=0x00000003b6d18000  ts=34267486220041
WRITE  gpa=0x00000003b6d19000  ts=34267486224011
WRITE  gpa=0x00000003b5276000  ts=34267486227291
WRITE  gpa=0x00000003b5277000  ts=34267887118873
WRITE  gpa=0x00000001182c6000  ts=34267887151993
WRITE  gpa=0x0000000100000000  ts=34267887157113
WRITE  gpa=0x00000001001ce000  ts=34267887161113
WRITE  gpa=0x00000003b8022000  ts=36043208337126
WRITE  gpa=0x0000003ce5a15000  ts=36043208345446
WRITE  gpa=0x0000003ce5a16000  ts=36043208349276
WRITE  gpa=0x0000003ce5a03000  ts=36043208352626
WRITE  gpa=0x0000003ce6605000  ts=36043208357246
WRITE  gpa=0x0000003ce660b000  ts=36043208360886
WRITE  gpa=0x0000003ce660c000  ts=36043208363516
WRITE  gpa=0x0000003f7fc32000  ts=36043208367626
WRITE  gpa=0x0000003f7fc31000  ts=36043208371546
WRITE  gpa=0x0000003f7fc1f000  ts=36043208374866
WRITE  gpa=0x0000000100000000  ts=36043208379506
WRITE  gpa=0x00000001001ce000  ts=36043208382686
WRITE  gpa=0x00000001001cf000  ts=36043208385366
WRITE  gpa=0x0000003f7fc05000  ts=36043208387996
WRITE  gpa=0x0000003ce6601000  ts=36043208391106
WRITE  gpa=0x0000000100db1000  ts=36043208394395
WRITE  gpa=0x00000001001d0000  ts=36043208397625
WRITE  gpa=0x000000011ee30000  ts=36043208401635
WRITE  gpa=0x000000011ee31000  ts=36043208404965
WRITE  gpa=0x000000011ee34000  ts=36043208408465
WRITE  gpa=0x0000003f7fc23000  ts=36043208411305
WRITE  gpa=0x0000003ce5a07000  ts=36043208414185
WRITE  gpa=0x0000003ce61d5000  ts=36043208417555
WRITE  gpa=0x0000003ce61d3000  ts=36043208420695
WRITE  gpa=0x000000011ee32000  ts=36043208423825
WRITE  gpa=0x0000003ce5e0c000  ts=36043208427125
WRITE  gpa=0x0000003ce5bd0000  ts=36043208431115
WRITE  gpa=0x0000003f7fc2e000  ts=36043208434805
WRITE  gpa=0x0000003f7fc33000  ts=36043208437895
WRITE  gpa=0x0000003f7fc15000  ts=36043208440465
WRITE  gpa=0x0000003ce660d000  ts=36043208444445
WRITE  gpa=0x0000003ce660e000  ts=36043208447405
WRITE  gpa=0x0000003ce5a1c000  ts=36043208450155
WRITE  gpa=0x0000003f7fc22000  ts=36043208461975
WRITE  gpa=0x0000003ce6165000  ts=36043208466295
